index	topic	tweets	date	username	likes	retweets	replies	hashtags	class
1463	FPI Bantu Gempa Palu	Kominfo, FPI bantu gempa, Hoax 	2018-10-02 12:55:30+00:00	SenoSakraey	0	0	0		Misleading News
1464	FPI Bantu Gempa Palu	😆😆😆 Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks http://cnn.id/334935	2018-10-02 12:53:13+00:00	denzprayoga	0	0	0		True News
1465	FPI Bantu Gempa Palu	Selain FPI, Ini Daftar Hoax Gempa Palu Donggala Versi Kominfo https://bisnis.tempo.co/read/1132273/selain-fpi-ini-daftar-hoax-gempa-palu-donggala-versi-kominfo/full?view=ok	2018-10-02 12:38:22+00:00	jhalim	0	0	0		Other 1
1466	FPI Bantu Gempa Palu	Kominfo Nilai Aksi FPI Bantu Gempa Palu Adalah Hoaks https://akhbar.bersamadakwah.net/2018/10/kominfo-nilai-aksi-fpi-bantu-gempa-palu.html	2018-10-02 12:37:39+00:00	Bilz_Plur_	0	0	0		True News
1467	FPI Bantu Gempa Palu	Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks. https://m.cnnindonesia.com/nasional/20181002120756-20-334935/kominfo-sebut-foto-gerak-cepat-fpi-bantu-gempa-palu-hoaks?	2018-10-02 12:01:18+00:00	Junihadihasan	0	0	0		True News
1468	FPI Bantu Gempa Palu	"Bener kata om @rockygerung pusat hoax emang seputar monas @kemkominfo @rudiantara_id Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks http://cnn.id/334935?s=tw&amp;ca=cms&amp;m=oa"	2018-10-02 11:51:00+00:00	detektive88	0	0	0		True News
1469	FPI Bantu Gempa Palu	"KOMINFO TEBAR HOAX BAHWA FOTO FPI BANTU GEMPA PALU ADALAH HOAX, Kyai SLAMET MAARIF PAPARKAN BUKTI, KOMINFO AKHIRNYA BUNGKAM Seperti kurang kerjaan saja… https://www.instagram.com/p/BobekZElMAL8k7v4IeWUq2IUHv5wzE0s4akn6k0/?utm_source=ig_twitter_share&amp;igshid=12z2xxojhbacl"	2018-10-02 11:38:42+00:00	asephendriana18	0	0	0		Misleading News
1470	FPI Bantu Gempa Palu	APA URUSANNYA KOMINFO NEBAR HOAX, MENYATAKAN FPI BANTU KORBAN GEMPA PALU HOAX.. https://www.facebook.com/100001577513012/posts/2027593103969920/	2018-10-02 11:09:27+00:00	hadieknight	0	0	0		True News
1471	FPI Bantu Gempa Palu	Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks http://www.majalahqq.com/2018/10/kominfo-sebut-foto-gerak-cepat-fpi.html	2018-10-02 10:52:48+00:00	MajalahQQ	0	0	0		True News
1472	FPI Bantu Gempa Palu	Any comment? Copas *Kominfo Tebar Hoax Bahwa Foto FPI Bantu Gempa Palu Adalah Hoax, Kyai Slamet Maarif Paparkan Bukti, Kominfo Akhirnya Bungkam* Seperti kurang kerjaan saja Kominfo rezim Mukidi ini. Tak henti-hentinya mereka menebar berita hoax.... http://cnnindonesia.com/	2018-10-02 10:48:33+00:00	mindfun	0	0	0		Misleading News
1473	FPI Bantu Gempa Palu	"Kebencian telah menutupi hati dan mata mereka. . Saat Relawan FPI berjibaku membantu Korban Gempa di Palu. . Pelaksana Tugas Kepala Biro Humas Kominfo malah menyatakan berita Gerak cepat… https://www.instagram.com/p/BobYHnIhx4t/?utm_source=ig_twitter_share&amp;igshid=h0btwdwoktgr"	2018-10-02 10:42:25+00:00	kabarbaik111	0	0	0		True News
1474	FPI Bantu Gempa Palu	Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks https://kilastimur.com/?p=1436	2018-10-02 10:27:16+00:00	kilastimur	0	0	0		True News
1475	FPI Bantu Gempa Palu	Ketauan boroknya #Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks http://tz.ucweb.com/10_3cVKo	2018-10-02 10:15:08+00:00	NoitusanMahri	0	0	0	#Kominfo	True News
1476	FPI Bantu Gempa Palu	Kayak ini ya @RestyCayah ? Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks http://cnn.id/334935	2018-10-02 10:13:28+00:00	MilitanRakyat	0	0	0		True News
1477	FPI Bantu Gempa Palu	Buset dah FPI bantu korban gempa dianggap hoax, segitu bencinya ama FPI.. eta terangkanlah Kominfo https://www.facebook.com/100000208057965/posts/2361178413899071/	2018-10-02 10:12:59+00:00	KangWinarto	0	0	0		Misleading News
1478	FPI Bantu Gempa Palu	#ABRAKADABONG #2019GantiPresiden #2019PrabowoSandi Kominfo Sebut Foto Gerak Cepat FPI Bantu Gempa Palu Hoaks http://cnn.id/334935	2018-10-02 10:05:27+00:00	fossil_iskandar	0	0	0	#ABRAKADABONG #2019GantiPresiden #2019PrabowoSandi	True News
1479	FPI Bantu Gempa Palu	*KOMINFO TEBAR HOAX BAHWA FOTO FPI BANTU GEMPA PALU ADALAH HOAX, Kyai SLAMET MAARIF PAPARKAN BUKTI, KOMINFO AKHIRNYA BUNGKAM* Seperti kurang kerjaan saja Kominfo rezim Mukidi ini. Tak henti-hentinya mereka menebar berita hoax. Usai menebar hoax... http://cnnindonesia.com/	2018-10-02 10:03:06+00:00	rosdiana_sri	0	0	0		Misleading News
1480	FPI Bantu Gempa Palu	1. Kominfo wajib membuktikan bahwa apa yb di katakan itu bener. 2. Menjadi Aneh ketika berita yg di sinyalir Hoax oleh kominfo،,mengesankan ketdk sigapan pemrth dom menangani gempa shg mencari kambinghitam dg tuduhan keji. 3.knp semua jajaran pemerintah menjadi phobia kpd FPI.	2018-10-02 09:49:00+00:00	whysato2	0	0	0		Other 2
1481	Garbi Dukung Jokowi	@Fahrihamzah... GARBI bandung dukung jokowi...👍... Semoga GARBI dikota2 lain menyusul... 	2019-01-13 13:03:28+00:00	Harry4121cr	1	1	0		Other 2
1482	Garbi Dukung Jokowi	http://swamedium.com - Foto Peserta Deklarasi GARBI Bandung Dukung Jokowi: Mainan Old Style http://dlvr.it/QwZGBv	2019-01-13 10:37:07+00:00	digitalmbul	1	1	0		True News
1483	Garbi Dukung Jokowi	Woi Garbi dukung Jokowi noh. 	2019-01-13 02:49:15+00:00	fachry4	1	1	0		True News
1484	Garbi Dukung Jokowi	Garbi Bandung Beri Sinyal Dukung Jokowi-Maruf https://magsberita158363793.wordpress.com/2019/01/13/garbi-bandung-beri-sinyal-dukung-jokowi-maruf/	2019-01-12 17:36:18+00:00	andri000me_15	1	1	0		Other 2
1485	Garbi Dukung Jokowi	Program Sudah Teruji, GARBI Bandung Dukung Jokowi https://www.abadikini.com/2019/01/12/program-sudah-teruji-garbi-bandung-dukung-jokowi/	2019-01-12 13:25:36+00:00	IDN_NewsID	1	1	0		Other 2
1486	Garbi Dukung Jokowi	Soal Deklarasi Garbi Bandung Dukung Jokowi, Fahri Hamzah: Hoax https://goo.gl/52iyPe ..	2019-01-13 06:30:34+00:00	GoSumbarcom	1	0	0		True News
1487	Garbi Dukung Jokowi	"Pembenaran ? Gw pribadi gak masalah Garbi A dkung Jokowi atau Garbi B dukung prabowo Tpi gw bingung aja orang kaya nt pura"" gak ngerti kecuali cma mau ngusilin orang"" Garbi :D "	2019-01-15 02:08:07+00:00	_sintesa	0	0	1		True News
1488	Garbi Dukung Jokowi	"Bener bang @fahrihamzah ?? ""@ADSastrawidjaja: Garbi dukung Jokowi 2 periode #01JokowiLagi #01IndonesiaMaju #OrangBaikMemenangkanJokowi https://twitter.com/ADSastrawidjaja/status/1084721058295382016/photo/1"""	2019-01-14 07:58:34+00:00	bono_zzz	0	0	1	#01JokowiLagi #01IndonesiaMaju #OrangBaikMemenangkanJokowi	Other 2
1489	Garbi Dukung Jokowi	Garbi bukannya dukung jokowi	2019-01-16 22:58:11+00:00	ADSupriadi	0	0	0		Other 2
1490	Garbi Dukung Jokowi	sdh gitu sekarang tanpa malu2 garbi diarahkan dukung jokowi. innalillahi...	2019-01-16 10:34:46+00:00	HermesFatalia	0	0	0		False News
1491	Garbi Dukung Jokowi	Bukannya garbi ada di berita dukung Jokowi bang yg sdh deklarasi Bandung tuh	2019-01-14 23:13:23+00:00	Erul_Islam	0	0	0		Other 2
1492	Garbi Dukung Jokowi	Diklaim Dukung Jokowi, Ketua Garbi Bandung: Kami Netral http://bit.ly/2HdhvM4	2019-01-14 05:45:33+00:00	demokrasicoid	0	0	0		True News
1493	Garbi Dukung Jokowi	Diklaim Dukung Jokowi, Ketua Garbi Bandung: Kami Netral https://www.garuda-kita.com/2019/01/diklaim-dukung-jokowi-ketua-garbi.html	2019-01-14 05:18:44+00:00	seesamsnet	0	0	0		True News
1494	Garbi Dukung Jokowi	Aku mau gabung GARBI dan dukung Jokowi pulang kampung...... #RakyatInginkanPerubahan	2019-01-14 04:56:38+00:00	Cah_Ngarengan	0	0	0	#RakyatInginkanPerubahan	True News
1495	Garbi Dukung Jokowi	Klaim Garbi Dukung Jokowi dan Tudingan Sabotase Politik https://magsberita158363793.wordpress.com/2019/01/14/klaim-garbi-dukung-jokowi-dan-tudingan-sabotase-politik/	2019-01-14 03:16:34+00:00	andri000me_15	0	0	0		False News
1496	Garbi Dukung Jokowi	Wah, apa kabar nih @Fahrihamzah, benarkah GARBI Bandung Dukung @jokowi nih n #01JokowiLagi #01IndonesiaMaju Ahlan wasahlan fii Jokowiyyah akhiina GARBI. PKS sudah habis! https://www.abadikini.com/2019/01/12/program-sudah-teruji-garbi-bandung-dukung-jokowi/	2019-01-13 23:52:48+00:00	Tony_Harto	0	0	0	#01JokowiLagi #01IndonesiaMaju	False News
1497	Garbi Dukung Jokowi	Diklaim Dukung Jokowi, Ketua Garbi Bandung: Kami Netral http://bit.ly/2TT63ab	2019-01-13 18:38:22+00:00	HoaxMembangun	0	0	0		True News
1498	Garbi Dukung Jokowi	Diklaim Dukung Jokowi, Ketua Garbi Bandung: Kami Netral https://magsberita158363793.wordpress.com/2019/01/13/diklaim-dukung-jokowi-ketua-garbi-bandung-kami-netral/	2019-01-13 13:06:41+00:00	andri000me_15	0	0	0		True News
1499	Garbi Dukung Jokowi	Program Sudah Teruji, GARBI Bandung Dukung Jokowi. Bung @Fahrihamzah apakah komentarnya? https://www.abadikini.com/2019/01/12/program-sudah-teruji-garbi-bandung-dukung-jokowi/	2019-01-13 12:17:04+00:00	DedyRamanta	0	0	0		Other 2
1500	Garbi Dukung Jokowi	Foto Peserta Deklarasi GARBI Bandung Dukung Jokowi: Mainan Old Style | SwaMedium http://www.swamedium.com/2019/01/13/foto-peserta-deklarasi-garbi-bandung-dukung-jokowi-mainan-old-style/ lewat @swamedium	2019-01-13 10:52:47+00:00	denirisman	0	0	0		True News
1501	Garbi Dukung Jokowi	Foto Peserta Deklarasi GARBI Bandung Dukung Jokowi: Mainan Old Style http://dlvr.it/QwZGBc	2019-01-13 10:37:07+00:00	ahmadharyanto	0	0	0		True News
1502	Garbi Dukung Jokowi	Soal Deklarasi Garbi Bandung Dukung Jokowi, Fahri Hamzah: Hoax https://goo.gl/FMEUPZ .. #GoRiau	2019-01-13 06:27:05+00:00	GoRiauCom	0	0	0	#GoRiau	True News
1503	Garbi Dukung Jokowi	Soal Deklarasi Garbi Bandung Dukung Jokowi, Fahri Hamzah: Hoax https://goo.gl/hmru6E	2019-01-13 06:22:34+00:00	GoNewsdotco	0	0	0		True News
1504	Garbi Dukung Jokowi	Garbi dukung Jokowi apanya yg manatap? 😪 	2019-01-12 23:14:05+00:00	dmaryant	0	0	0		Other 2
1505	Garbi Dukung Jokowi	@Garbi_Idn bandung dukung jokowi tuh bang, akankah @Fahrihamzah ikut merapat😂	2019-01-12 17:59:11+00:00	HardimasHP	0	0	0		Other 2
1506	Garbi Dukung Jokowi	Program Sudah Teruji, GARBI Bandung Dukung Jokowi - @Fahrihamzah https://www.abadikini.com/2019/01/12/program-sudah-teruji-garbi-bandung-dukung-jokowi/	2019-01-12 13:30:27+00:00	nerrazura1908	0	0	0		Other 2
1507	Garbi Dukung Jokowi	Pak @anismatta hati-hati dgn GARBI yg sedang ditarik-tarik mendukung @jokowi...ada tokoh politik Perindo yg klaim GARBI 100% dukung @jokowi. GARBI dapat berkembang besar tetapi perlu waktu dan sebaiknya ambil posisi yg lebih nyaman di hati umat Islam Indonesia terlebih dahulu	2019-01-12 07:19:40+00:00	VeroBaltimore	0	0	0		Other 2
1508	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN 2019. (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 23:48:31+00:00	KusumaRusli	1	1	0	#INAelectionObserverSOS	False News
1509	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS	2019-03-20 15:09:52+00:00	Mihar_Rabka	1	1	0	#INAelectionObserverSOS	False News
1510	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 23:50:01+00:00	arbiakamil	0	1	0	#INAelectionObserverSOS	False News
1511	Gerakan 150 Juta	TAGAR GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS Biar dibantu Cyber Seluruh Dunia	2019-03-20 23:42:12+00:00	hendrikgarda	0	1	0	#INAelectionObserverSOS	False News
1512	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia. https://twitter.com/dimaytarlia1/status/1108312897501855744/photo/1	2019-03-20 22:47:12+00:00	c_besar15	0	1	0	#INAelectionObserverSOS	False News
1513	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 indonesia (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 22:25:28+00:00	defiRFatih	0	1	0	#INAelectionObserverSOS	False News
1514	Gerakan 150 Juta	Gerakan 150 juta Mencegah kecurangan pilpres 2019 ketik. #INAelectionObsereverSoS	2019-03-20 17:03:17+00:00	Kakangp34287112	1	0	0	#INAelectionObsereverSoS	False News
1515	Gerakan 150 Juta	Gerakan 150 Juta Mencegah Kecurangan Pilpres 2019 Ketik #INAelectionObserverSOS Agar Di Bantu Cyber Seluruh Dunia	2019-03-20 17:02:45+00:00	gigissutragos	1	0	0	#INAelectionObserverSOS	False News
1516	Gerakan 150 Juta	TAGAR GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS Biar dibantu Cyber Seluruh Dunia #	2019-03-20 16:34:48+00:00	Zubir27159307	1	0	0	#INAelectionObserverSOS	False News
1517	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 15:21:54+00:00	kangkhoiry	1	0	0	#INAelectionObserverSOS	False News
1518	Gerakan 150 Juta	Allahu Akbar 💪 GERAKAN 200 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 14:36:24+00:00	NurulAgil11	1	0	0	#INAelectionObserverSOS	False News
1519	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS #INAelectionObserverSOS	2019-03-20 13:32:18+00:00	Ardiles80	1	0	0	#INAelectionObserverSOS #INAelectionObserverSOS	False News
1520	Gerakan 150 Juta	GERAKAN 100 Juta MENCEGAH KECURANGAN PILPRES 2019 Ketik Tagar : #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 13:31:10+00:00	SalamMiun	1	0	0	#INAelectionObserverSOS	False News
1521	Gerakan 150 Juta	Gerakan 150 Juta (TAGAR) Mencegah Kecurangan Pilpres 2019 Ketik #INAelectionObserverSOS Ayo Sob Biar Di Bantu Cyber Seluruh Dunia	2019-03-20 13:09:28+00:00	hennywien	1	0	0	#INAelectionObserverSOS	False News
1522	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019, Ketik #INAelectionObserverSOS	2019-03-20 13:08:56+00:00	KangSugi80	1	0	0	#INAelectionObserverSOS	False News
1523	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS Agar Dibantu Cyber Seluruh Dunia.	2019-03-20 23:51:16+00:00	labib_2016	0	0	0	#INAelectionObserverSOS	False News
1524	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #HELP #02 #INAelectionObserverSOS	2019-03-20 23:09:31+00:00	Ibrasy	0	0	0	#HELP #INAelectionObserverSOS	False News
1525	Gerakan 150 Juta	GERAKAN 200 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik #INAelectionObserverSOS biar dibantu Cyber seluruh dunia.	2019-03-20 23:07:45+00:00	tina_sagai	0	0	0	#INAelectionObserverSOS	False News
1526	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	2019-03-20 22:28:34+00:00	NickBoy7	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	False News
1527	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik: #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	2019-03-20 21:38:33+00:00	srie_ms	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	False News
1528	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia. ROCKY GERUNG SERUKAN ADANYA OBSERVER DUNIA TERHADAP PEMILU KARENA DPT SAJA MASIH BANYAK MASALAH JUGA APARAT DAN FASILITAS NEGARA FULL DI GUNAKAN KAMPANYE	2019-03-20 21:36:00+00:00	yoyosut33213949	0	0	0	#INAelectionObserverSOS	False News
1529	Gerakan 150 Juta	Teman teman... Yuuuk kita ikut gerakan 150jt mencegah *KECURANGAN PILPRES 2019* dgn cara ketik #INAelectionObserverSOS di setiap Sosmed2 kita Agar d bantu Cyber seluruh dunia 💪💪	2019-03-20 21:03:50+00:00	susatahir	0	0	0	#INAelectionObserverSOS	False News
1530	Gerakan 150 Juta	Gerakan 150 Juta Mencegah Kecurangan Pilpres 2019 (TAGAR) Ketik #INAelectionObserverSOS Agar dibantu Cyber Seluruh Dunia!	2019-03-20 20:15:35+00:00	didiel2212	0	0	0	#INAelectionObserverSOS	False News
1531	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019.(TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 18:24:50+00:00	Rully_bancah13	0	0	0	#INAelectionObserverSOS	False News
1532	Gerakan 150 Juta	Gerakan 150 Juta Mencegah Kecurangan Pilpres 2019 (TAGAR) Ketik #INAelectionObserverSOS Agar dibantu Cyber Seluruh Dunia https://www.facebook.com/100000551882354/posts/2557121700982868/	2019-03-20 17:57:38+00:00	pupuk_nasa	0	0	0	#INAelectionObserverSOS	False News
1533	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia. #REPADIS RELAWAN PRABOWO SANDI DI SWISS	2019-03-20 17:41:28+00:00	megalaz474	0	0	0	#INAelectionObserverSOS #REPADIS	False News
1534	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia. REPADIS_RELAWAN PRABOWO SANDI DI SWISS	2019-03-20 17:39:59+00:00	megalaz474	0	0	0	#INAelectionObserverSOS	False News
1535	Gerakan 150 Juta	GERAKAN 100 Juta MENCEGAH KECURANGAN PILPRES 2019 #INAelectionObserverSOS	2019-03-20 17:31:11+00:00	tauhidpandu	0	0	0	#INAelectionObserverSOS	False News
1536	Gerakan 150 Juta	GERAKAN 200 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 17:11:54+00:00	icalneo	0	0	0	#INAelectionObserverSOS	False News
1537	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 KETIK (TAGAR) #INAelectionObserverSOS AGAR CYBER SELURUH DUNIA MEMBANTU	2019-03-20 17:05:21+00:00	ekotoyota	0	0	0	#INAelectionObserverSOS	False News
1538	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik #INAelectionObserverSOS komentar: #INAelectionObserverSOS	2019-03-20 16:40:02+00:00	mbahul4	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS	False News
1539	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia	2019-03-20 16:14:15+00:00	rustamar	0	0	0	#INAelectionObserverSOS	False News
1540	Gerakan 150 Juta	"LAGI HEBOH | TREDING TOPIK HARI INI ------------------------------------------------------------------ GERAKAN 200 JUTA MENCEGAH KECURANGAN PILPRES 2019. Di fb dan di Twitter… https://www.instagram.com/masharun_bwi/p/BvPFm8bp9ZH/?utm_source=ig_twitter_share&amp;igshid=1m3zvf1r3w16x"	2019-03-20 15:49:26+00:00	MasHarun12	0	0	0		False News
1541	Gerakan 150 Juta	TAGAR GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS Biar dibantu Cyber Seluruh Dunia #INAelectionObserverSOS	2019-03-20 15:19:05+00:00	didikekoc	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS	False News
1542	Gerakan 150 Juta	Gerakan 150 Juta Mencegah Kecurangan Pilpres 2019 Ketik #INAelectionObserverSOS	2019-03-20 15:08:34+00:00	jalilmismail	0	0	0	#INAelectionObserverSOS	False News
1543	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 #INAelectionObserverSOS	2019-03-20 14:57:38+00:00	BangDama	0	0	0	#INAelectionObserverSOS	False News
1544	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik: #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 14:55:44+00:00	IWHartini1	0	0	0	#INAelectionObserverSOS	False News
1545	Gerakan 150 Juta	TAGAR GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019 Ketik #INAelectionObserverSOS#Biar dibantu Cyber Seluruh Dunia #INAelectionObserverSOS #INAelectionObserverSOS	2019-03-20 14:00:18+00:00	EHidayati	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS	False News
1546	Gerakan 150 Juta	Gerakan 150 Juta Mencegah Kecurangan Pilpres 2019 (TAGAR) Ketik #INAelectionObserverSOS Agar dibantu Cyber Seluruh Dunia.	2019-03-20 13:56:58+00:00	andy_mawardi	0	0	0	#INAelectionObserverSOS	False News
1547	Gerakan 150 Juta	GERAKAN 100 Juta MENCEGAH KECURANGAN PILPRES 2019 Ketik Tagar : #INAelectionObserverSOS	2019-03-20 13:31:27+00:00	SalamMiun	0	0	0	#INAelectionObserverSOS	False News
1548	Gerakan 150 Juta	GERAKAN 200 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik : #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	2019-03-20 13:17:15+00:00	FaisolMalik3	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	False News
1549	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 13:16:29+00:00	hakaquoke	0	0	0	#INAelectionObserverSOS	False News
1550	Gerakan 150 Juta	GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik #INAelectionObserverSOS Agar Dibantu Cyber Seluruh Dunia.	2019-03-20 13:11:34+00:00	mametz6	0	0	0	#INAelectionObserverSOS	False News
1551	Gerakan 150 Juta	#INAelectionObserverSOS GERAKAN 150 JUTA MENCEGAH KECURANGAN PILPRES 2019. (TAGAR) Ketik #INAelectionObserverSOS Biar Dibantu Cyber Seluruh Dunia.	2019-03-20 12:55:25+00:00	Mulyadi57875291	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS	False News
1552	Gerakan 150 Juta	Gerakan 150 Juta Mencegah Kecurangan Pilpres 2019 (TAGAR)Ketik #INAelectionObserverSOS Ayo Sob Biar Di Bantu Cyber Seluruh Dunia	2019-03-20 12:45:49+00:00	AhamadZuhri	0	0	0	#INAelectionObserverSOS	False News
1553	Gerakan 150 Juta	Allohu Akbar 💪 GERAKAN 200 JUTA MENCEGAH KECURANGAN PILPRES 2019. Ketik #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	2019-03-20 12:38:20+00:00	MarethaFarah	0	0	0	#INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS #INAelectionObserverSOS	False News
1554	Gerindra Caleg Eks-Koruptor	"Lihat debatnya paslon 02 kok mirip pelawak 😁😁😁😁😁 🤣🤣🤣🤣🤣 . . Ditanya Jokowi Soal 6 MANTAN KORUPTOR jadi Caleg dr Gerindra, Jawaban Prabowo Malah Makin BLUNDER 6.800x ditonton Like… https://www.instagram.com/p/BsviTpSFhFX/?utm_source=ig_twitter_share&amp;igshid=1ttk3y9nv4rfo"	2019-01-17 16:43:33+00:00	zivarazalea15	1	1	0		Other 2
1555	Gerindra Caleg Eks-Koruptor	Saya suka video @YouTube http://youtu.be/83HLiKVaJFE?a Ditanya Jokowi Soal 6 MANTAN KORUPTOR jadi Caleg dr Gerindra, Jawaban Prabowo Malah	2019-01-17 16:35:59+00:00	zivarazalea15	1	1	0		False News
1556	Gerindra Caleg Eks-Koruptor	termasuk ketika diserang/ menuduh caleg gerindra yg terlibat kasus korupsi. mulyono sendiri yg bilang napi bekas koruptor boleh nyaleg, bikin lawan mejilat/ menelan sendiri ludah nya. jgn cuman cari selamat sendiri min, tp serang balik. sambil nyelam minum air.	2019-01-17 23:58:11+00:00	teuku2009	1	0	0		Other 2
1557	Gerindra Caleg Eks-Koruptor	Jokowi Tanya Mantan Napi Koruptor Jadi Caleg Gerindra, Prabowo: Mungkin Korupsinya Tidak Seberapa http://dlvr.it/Qww54K via TribunJateng	2019-01-17 21:40:06+00:00	jatengmembaca	1	0	0		Other 2
